account_id,r,rd
152859296,2051.467706585863,98.49307916015088
392565237,2051.475956063128,98.49350671041347
184950344,1621.6965219198717,145.1181180211991
104512126,1748.1101767028267,170.0703048013908
219755398,1581.012212932608,128.22012328837687
132309493,1877.1494383194702,162.16316674533743
330534326,1704.884924237045,128.57877906576385
1073866259,1369.942577560888,89.76443168823268
1029972951,1405.2436818163717,76.43060650506813
1902169997,1540.337624539455,84.7092500032957
1023487276,1520.1193995602055,73.95660760474856
339941742,1401.3556218658273,86.03994567056796
1171975340,1508.4749554572861,72.49348623832282
1620243459,1414.3588869510186,108.89545570136129
1695617010,1577.2254519265573,89.21903190721997
130433320,1544.1901990698054,82.28667668337617
878549965,1531.2531646376117,82.98850551019804
250547284,1486.8764837039437,125.33779866858504
137895298,1305.1172707813562,164.88279644682882
165178538,1305.9967496958732,164.87563256870877
164530809,1304.651874742178,164.8902323010459
108221389,1829.6639808440946,254.14347205838843
170896543,1906.4033832509904,153.86249695427804
315272623,1906.3947812915446,153.8620383924574
145957968,1906.3947812915446,153.8620383924574
179313961,1590.2018504123769,120.63334162849095
249835593,1906.382789567556,153.86142822673864
234119750,1763.076466650508,122.56579151611172
196041577,1347.5729610433043,101.45488685070545
1172719712,1777.4745349133009,102.28081638233714
187123736,1785.5993179604482,102.47592811543946
223382342,1790.0130561712901,103.80867259350735
164506534,1717.1001362257318,104.71110579758833
145065875,1703.875563485926,185.1717087826307
217472313,1978.3893256174774,158.74709132683574
116865891,1696.4757842510312,108.34001639654365
117514269,1537.5955927157281,161.5634145936521
196400041,1390.1072874898061,223.23196961907792
458287006,1990.1772947296465,112.60138217260176
140251702,1768.6923088724216,128.13274673636178
123717676,1903.5733381251475,97.55821462656684
116249155,1798.824639559459,146.6915105060486
968545762,1781.6529596582848,102.55091859422285
371495800,1199.764443094048,237.26299700058325
1001714951,1467.3516451815528,120.49013855611788
1675320614,1467.3516451815528,120.49013855611788
343909498,1467.3516451815528,120.49013855611788
104334048,1795.1049428974984,106.60481276093105
323562138,1314.5255620930282,150.36695325429363
116881520,1499.3767432132822,115.30237694471096
171097887,1353.2655430175178,131.74575245730114
320219866,2264.148883605864,133.29302003827715
154715080,2117.783368601612,103.63222119719866
97658618,2002.0881153395374,113.81364839452378
94155156,2003.7694412824012,111.72002879094443
161839895,1675.9779164758656,154.89576130073843
177411785,1544.1771153350826,115.16980362965425
100594231,2145.954155729964,105.26871038017751
146711951,1910.779997511725,94.15575895951676
155494381,1877.2369094390974,162.16387184931034
